,state
4106,HI
16663,HI
6761,IA
15008,IA
13455,IA
13428,IA
15350,IA
2589,IA
9916,IA
4571,IA
845,IA
13098,IA
8218,IA
6664,IA
13573,IA
8881,IA
15235,IA
10227,IA
7203,IA
3047,IA
4850,IA
12444,IA
10911,IA
8780,IA
15024,IA
3998,IA
1112,IA
9414,ID
9116,ID
188,ID
10447,ID
9051,ID
1373,ID
12523,ID
16577,ID
15349,ID
3857,ID
6699,ID
8287,ID
367,ID
16031,ID
9301,ID
6503,ID
1418,ID
2997,ID
10587,IL
9091,IL
8911,IL
8891,IL
8722,IL
6930,IL
8718,IL
12114,IL
9042,IL
9005,IL
12777,IL
7900,IL
7821,IL
12702,IL
8552,IL
7016,IL
12449,IL
10889,IL
13273,IL
7185,IL
11407,IL
9350,IL
10835,IL
9415,IL
9121,IL
12765,IL
8618,IL
9032,IL
11014,IL
11777,IL
11445,IL
11043,IL
5340,IL
2325,IL
13664,IL
1169,IL
13632,IL
3716,IL
312,IL
2813,IL
14894,IL
1981,IL
4175,IL
13596,IL
6451,IL
4140,IL
6482,IL
13558,IL
14353,IL
14351,IL
17445,IL
17117,IL
14328,IL
4982,IL
1365,IL
5997,IL
16711,IL
2643,IL
4652,IL
2686,IL
634,IL
4483,IL
14617,IL
1923,IL
13801,IL
14604,IL
15302,IL
1081,IL
4801,IL
2557,IL
17094,IL
1369,IL
13699,IL
491,IL
13499,IL
16522,IL
6733,IL
1276,IL
15620,IL
13478,IL
6583,IL
14317,IL
4043,IL
6824,IL
15742,IL
17148,IL
5276,IL
14130,IL
16822,IL
6861,IL
1275,IL
17150,IL
15158,IL
6852,IL
16133,IN
10569,IN
8538,IN
12271,IN
16373,IN
1272,IN
13638,IN
12377,IN
15828,IN
13724,IN
13359,IN
1382,IN
996,IN
13395,IN
4665,IN
13844,IN
10854,IN
17054,IN
12430,IN
10277,IN
13967,IN
13968,IN
13741,IN
14541,IN
6823,IN
4920,IN
6229,IN
1557,IN
17099,IN
11005,IN
6663,IN
6466,IN
5480,IN
15528,IN
1984,IN
10037,IN
4074,IN
17181,IN
14879,IN
17216,IN
16845,IN
6563,IN
4099,IN
11013,IN
15007,IN
16796,IN
10995,IN
2302,Idaho
3899,Idaho
2923,Idaho
9560,Idaho
12806,Idaho
3982,Idaho
2453,Idaho
11667,Idaho
12690,IL
2670,IL
7989,IL
3852,IL
12482,IL
226,IL
16235,IL
8180,IL
7480,IL
172,IL
15636,IL
4507,IL
15978,IL
16525,IL
16442,IL
15983,IL
11434,IL
620,IL
9264,IL
12824,IL
5049,IL
11354,IL
1364,IL
321,IL
9702,IL
12121,IL
344,IL
7935,IL
171,IL
12335,IL
5442,IL
16098,IL
14220,IL
3726,IL
1553,IL
175,IL
5563,IL
14871,IL
14764,IL
12858,IL
3244,IL
429,IL
11724,IL
4115,IL
14490,IL
249,IL
2822,IL
2646,IL
11391,IN
4693,IN
12531,IN
771,IN
2725,IN
4694,IN
15782,IN
14166,IN
3587,IN
4098,IN
9908,IN
6521,IN
6113,IN
11714,IN
3588,IN
4396,IN
3586,IN
4542,IN
4066,IN
7287,IN
11279,IN
4054,IN
6455,IN
4052,IN
12187,IN
3752,IN
15178,IN
2666,IN
11390,IA
14455,IA
9053,IA
11352,IA
5515,IA
886,IA
15390,IA
9249,IA
584,IA
10053,IA
13978,KS
10442,KS
3206,KS
5685,KS
8674,KS
7161,KS
2265,KS
2245,KS
11807,KS
840,KS
2040,KS
16380,KS
14197,KS
8941,KS
17243,KS
6106,KS
4558,KS
13954,KS
8280,KS
15285,KS
15768,KY
1751,KY
9071,KY
9758,KY
7064,KY
10490,KY
17030,KY
3027,KY
6715,KY
10473,KY
16379,KY
5967,KY
12158,KY
1728,KY
5179,KY
1215,KY
10462,KY
16685,KY
2731,KY
1151,KS
12145,KS
14274,KS
7565,KS
15395,KS
7558,KS
548,KS
14803,KS
1438,KS
2568,KS
538,KY
13159,KY
3230,KY
10175,KY
5947,KY
3814,KY
16613,KY
15124,KY
3828,KY
12643,KY
12471,KY
16521,KY
3966,KY
16141,KY
12940,KY
2505,KY
11084,KY
719,KY
5992,KY
14732,KY
1593,KY
16774,KY
15311,KY
7619,KY
14396,KY
15306,KY
4996,LA
9002,LA
4617,LA
12680,LA
8985,LA
4759,LA
12574,LA
4751,LA
17015,LA
9029,LA
14722,LA
4505,LA
11273,LA
5183,LA
3729,LA
10443,LA
1319,LA
17255,LA
16550,LA
7075,LA
6361,LA
11710,LA
10808,LA
7033,LA
9480,LA
13743,LA
9356,LA
472,LA
439,LA
15572,LA
5496,LA
4950,LA
1412,LA
15469,LA
5350,LA
1891,LA
3102,LA
8235,LA
9820,LA
4634,LA
3374,LA
16176,LA
11206,LA
2818,LA
4727,LA
421,LA
2499,LA
13229,LA
3677,MA
14772,MA
8444,MA
16005,MA
6114,MA
17307,MA
13861,MA
13862,MA
9033,MA
12977,MA
9039,MA
10467,MA
15944,MA
550,MA
12948,MA
15374,MA
4730,MA
8163,MA
16026,MA
7242,MA
15631,MA
13193,MA
16841,MA
7032,MA
9810,MA
15012,MA
16425,MA
3980,MA
13448,MA
12255,MA
3951,MA
15046,MA
11322,MA
1294,MA
15082,MA
17467,MA
3808,MA
13481,MA
10408,MA
2180,MA
234,MA
8487,MA
8534,MA
10392,MA
13658,MA
9731,MA
13630,MA
13624,MA
1217,MA
8608,MA
6422,MA
17429,MA
6431,MA
13265,MA
7174,MA
7137,MA
9770,MA
11339,MA
8288,MA
15710,MA
2797,MA
3199,MA
15451,MA
15438,MA
12567,MA
17237,MA
9403,MA
12801,MA
2764,MA
3173,MA
11501,MA
5486,MA
935,MA
5521,MA
9358,MA
14507,MA
3209,MA
7807,MA
10528,MA
1647,MA
13335,MD
14004,MD
6103,MD
8447,MD
9970,MD
14731,MD
8440,MD
10558,MD
13761,MD
8996,MD
4403,MD
10867,MD
170,MD
8767,MD
5695,MD
14816,MD
15853,MD
14103,MD
10675,MD
4147,MD
10606,MD
17437,MD
4063,MD
11082,MD
1652,MD
5141,MD
4256,MD
5118,MD
10389,MD
15461,MD
2834,MD
15228,MD
5592,MD
8537,MD
10902,MD
15020,MD
17372,MD
11864,MD
8992,MD
13823,MD
8697,MD
13900,MD
6879,MD
15705,MD
13983,MD
2089,MD
2687,MD
12163,MD
12562,MD
15154,MD
8851,MD
10744,MD
3261,MD
5982,MD
10004,MD
11779,MD
11035,MD
8289,MD
10082,MD
4749,MD
16400,MD
16825,MD
10501,MD
13042,MD
17253,MD
17263,MD
13848,MD
16412,MD
15881,MD
6989,MD
11234,MD
17061,MD
6835,MD
8980,ME
5162,ME
4238,ME
10996,ME
16576,ME
12645,ME
1210,ME
3324,ME
1736,ME
3750,ME
9465,ME
1750,ME
2714,ME
13955,ME
2873,ME
1357,ME
11205,ME
703,ME
15315,ME
9606,ME
3991,ME
11253,ME
3999,ME
4298,ME
3214,ME
2649,ME
4400,ME
4399,ME
16990,ME
14708,ME
16025,ME
13169,ME
11776,ME
15185,ME
14696,ME
13980,ME
16641,ME
16948,ME
12270,ME
3476,ME
3475,ME
17316,ME
5797,ME
15398,ME
13298,ME
2780,ME
14117,MI
9829,MI
1342,MI
12656,MI
9345,MI
8929,MI
5446,MI
13386,MI
13413,MI
5333,MI
15005,MI
3779,MI
6734,MI
7046,MI
14810,MI
8437,MI
10110,MI
11145,MI
11001,MI
16495,MI
8277,MI
13023,MI
14515,MI
13022,MI
17306,MI
4586,MI
4455,MI
3477,MI
612,MI
16531,MI
15367,MI
11395,MI
13969,MI
1824,MI
2712,MI
982,MI
4829,MI
4613,MI
13762,MI
4472,MI
9125,MI
6430,MI
11568,MI
4442,MI
16910,MI
10592,MI
1136,MI
7222,MI
14073,MI
14909,MI
1584,MI
4993,MI
261,MI
8998,MI
14932,MI
1366,MI
4214,MI
2312,MN
10018,MN
15724,MN
3718,MN
3417,MN
3781,MN
3514,MN
16009,MN
9569,MN
9000,MN
10021,MN
15637,MN
16697,MN
9859,MN
4555,MN
11204,MN
8570,MN
8245,MN
11280,MN
1123,MN
7648,MN
5969,MN
12517,MN
6644,MN
5226,MN
16843,MN
10487,MN
12526,MN
14413,MN
654,MN
784,MN
10497,MN
5868,MN
4817,MN
13681,MN
5376,MN
12687,MN
8340,MN
10998,MN
8867,MN
10432,MN
13858,MN
10095,MO
14251,MO
15613,MO
12464,MO
11914,MO
17128,MO
11017,MO
6923,MO
14294,MO
11626,MO
1561,MO
14449,MO
11259,MO
8167,MO
8026,MO
8193,MO
11470,MO
5104,MO
15464,MO
11946,MO
12503,MO
5130,MO
1620,MO
6752,MO
4575,MO
150,MO
15729,MO
13799,MO
9529,MO
10341,MO
14991,MO
4299,MO
4300,MO
13808,MO
4302,MO
13930,MO
11603,MO
17313,MO
16028,MO
16296,MO
15267,MO
5553,MO
1430,MO
13192,MO
10691,MO
7214,MO
2789,MO
16071,MS
2455,MS
11293,MS
1299,MS
6513,MS
9818,MS
15281,MS
15417,MS
6567,MS
14347,MS
3264,MS
1636,MS
75,MS
8259,MS
13971,MS
9003,MS
7897,MS
7835,MS
1878,MT
8081,MT
16287,MT
1572,MT
5425,MT
17384,MT
13985,MT
515,MT
447,MT
5092,MT
3068,MT
9166,MT
13054,MT
11639,MT
11478,MT
3478,MT
7121,MT
4725,MT
14915,MT
1446,MT
89,MT
9008,MT
8278,MT
1348,MT
7513,ME
5873,ME
11130,ME
4608,ME
795,ME
15343,ME
4289,ME
5406,ME
12998,ME
13005,ME
12095,ME
15860,ME
11178,ME
15775,ME
714,ME
4173,ME
7552,ME
1555,ME
12213,ME
2902,ME
16690,ME
1950,ME
15992,ME
6541,ME
15851,ME
15190,ME
9909,ME
9591,ME
6071,ME
14639,ME
5609,MD
9340,MD
5665,MD
9794,MD
11533,MD
7735,MD
5980,MD
15889,MD
5981,MD
11768,MD
4267,MD
6056,MD
13109,MD
6287,MD
10298,MD
16100,MD
3937,MD
1968,MD
2371,MD
9939,MD
6383,MD
2706,MD
14138,MD
1560,MD
3136,MD
4940,MD
3380,MD
16734,MD
1489,MA
2533,MA
14753,MA
1730,MA
4916,MA
11730,MA
2356,MA
3023,MA
10088,MA
9732,MA
284,MA
7354,MA
5418,MA
2705,MA
4307,MA
15100,MA
11510,MA
11153,MI
938,MI
1586,MI
157,MI
14809,MI
1579,MI
7984,MI
7573,MI
9402,MI
11862,MI
7715,MI
1843,MI
3825,MI
12573,MI
13304,MI
3488,MI
6330,MI
155,MI
12884,MI
14391,MI
4856,MI
14769,MI
3585,MI
1041,MN
5968,MN
7455,MN
1010,MN
532,MN
12597,MN
915,MN
1994,MN
1991,MN
6475,MN
15060,MN
2347,MN
9688,MN
3931,MN
2432,MN
11095,MN
3957,MN
12934,MN
13164,MN
9604,MN
14440,MN
11104,MN
3427,MN
5888,MN
1452,MN
2848,MN
11598,MN
15319,MN
9774,MN
7646,MN
1783,MN
1451,MN
732,MN
4549,MN
14175,MN
629,MN
667,MN
1470,MN
11500,MN
3085,MN
14222,MN
4894,MN
2736,MN
7566,MN
16362,MS
7690,MS
13143,MS
14994,MS
2042,MS
6328,MS
6329,MS
3221,MS
1086,MS
16516,MS
9871,MS
6337,MS
9052,MS
2041,MS
1493,MS
11531,MS
1454,MS
14993,MS
10056,MS
10058,MS
3683,MS
15625,MO
4477,MO
16456,MO
4476,MO
5504,MO
5441,MO
5490,MO
4893,MO
8082,MO
6275,MO
11471,MO
11644,MO
708,MO
13039,MO
3436,MO
1188,MO
9999,MO
203,MO
3143,MO
14849,MO
11829,MO
9617,MO
1920,MO
4823,MO
10118,MO
12064,MO
15586,MO
7916,MT
3482,MT
8268,MT
14679,MT
2242,MT
4007,MT
1034,MT
71,NC
17460,NC
17481,NC
11016,NC
9861,NC
17442,NC
11318,NC
17422,NC
10297,NC
1248,NC
11325,NC
1180,NC
11276,NC
10233,NC
16957,NC
10437,NC
16986,NC
1004,NC
10533,NC
17074,NC
10583,NC
11476,NC
1644,NC
17119,NC
10624,NC
17421,NC
403,NC
17333,NC
10879,NC
1871,NC
10829,NC
281,NC
1822,NC
10714,NC
831,NC
832,NC
848,NC
10649,NC
11508,NC
10725,NC
868,NC
13375,NC
8347,NC
5952,NC
3362,NC
3348,NC
15404,NC
15416,NC
9118,NC
3212,NC
6134,NC
13783,NC
9035,NC
3117,NC
9199,NC
7291,NC
3049,NC
3011,NC
7225,NC
13198,NC
11875,NC
2913,NC
7193,NC
13752,NC
7179,NC
5893,NC
13970,NC
4646,NC
4632,NC
8292,NC
8331,NC
8368,NC
8410,NC
8548,NC
8556,NC
4262,NC
13963,NC
8602,NC
8699,NC
12260,NC
7755,NC
8895,NC
5613,NC
8983,NC
15240,NC
12062,NC
5723,NC
5291,NC
7111,NC
13879,NC
2676,NC
16213,NC
15995,NC
7070,NC
15997,NC
15964,NC
9590,NC
11661,NC
9501,NC
6927,NC
6907,NC
6671,NC
11614,NC
9661,NC
2681,NC
2530,NC
7029,NC
7678,ND
3111,ND
4815,ND
6869,ND
1776,ND
4357,ND
14872,ND
13269,NE
5771,NE
10839,NE
12071,NE
14405,NE
14129,NE
13878,NE
10399,NE
13753,NE
10903,NE
14136,NE
3480,NH
13902,NH
6641,NH
662,NH
741,NH
15799,NH
6767,NH
5552,NH
5528,NH
1211,NH
4274,NH
5262,NH
12437,NH
11264,NH
4958,NH
13957,NH
11963,NH
6675,NH
9983,NH
15435,NH
13710,NH
1743,NH
10059,NH
15741,NH
11889,NH
13627,NH
15452,NH
3186,NH
200,NH
236,NH
13528,NJ
16926,NJ
16922,NJ
7894,NJ
15714,NJ
17464,NJ
8553,NJ
882,NJ
17140,NJ
13438,NJ
8562,NJ
893,NJ
6777,NJ
4257,NJ
8576,NJ
5290,NJ
8580,NJ
105,NJ
8709,NJ
5242,NJ
8446,NJ
7943,NJ
4764,NJ
10494,NJ
12524,NJ
14642,NJ
991,NJ
9408,NJ
2129,NJ
12520,NJ
12515,NJ
12605,NJ
17033,NJ
4563,NJ
8021,NJ
7182,NJ
7183,NJ
7184,NJ
5076,NJ
7186,NJ
8371,NJ
4417,NJ
13424,NJ
13603,NJ
5106,NJ
1118,NJ
8777,NJ
8734,NJ
7213,NJ
15234,NJ
8989,NJ
5410,NJ
13995,NJ
6646,NJ
9229,NJ
17367,NJ
13137,NJ
11009,NJ
17321,NJ
12929,NJ
14001,NJ
7052,NJ
13925,NJ
7066,NJ
16480,NJ
5964,NJ
4834,NJ
2558,NJ
16695,NJ
13866,NJ
6099,NJ
7381,NJ
16001,NJ
1898,NJ
14003,NJ
17373,NJ
3699,NJ
13670,NJ
14109,NJ
17166,NJ
6768,NJ
7745,NJ
12776,NJ
10695,NJ
12197,NJ
13686,NJ
8880,NJ
8894,NJ
12185,NJ
11055,NJ
3777,NJ
3739,NJ
9257,NJ
15622,NJ
5550,NJ
15652,NJ
15890,NJ
17443,NJ
14546,NM
10836,NM
5320,NM
17451,NM
6309,NM
17318,NM
7068,NM
11185,NM
13948,NM
12621,NM
5007,NM
10601,NM
214,NM
2060,NM
1,NM
1480,NM
8959,NM
3272,NM
16682,NM
3149,NM
1298,NM
1605,NM
15036,NM
3092,NM
3046,NM
2871,NM
1809,NM
8457,NM
9223,NM
16549,NM
12535,NM
121,NV
6797,NV
9151,NV
11949,NV
10858,NV
1583,NV
6826,NV
10168,NV
10507,NV
10022,NV
10183,NV
15364,NV
5943,NV
3487,NV
13951,NV
17465,NV
11627,NV
13964,NV
15372,NV
6014,NV
123,NV
16136,NV
13566,NV
9493,NV
6478,NV
15955,NV
2806,NV
2819,NV
2836,NV
16472,NV
13619,NV
15685,NV
10939,NV
17420,NV
1929,NV
5787,NV
6298,NV
7286,NV
15536,NV
446,NV
6231,NV
2360,NV
3642,NV
10832,NV
8937,NV
12704,NV
3904,NV
5505,NV
9850,NV
14074,NV
8012,NV
856,NV
8345,NV
11317,NV
12463,NV
1324,NV
12785,NV
5530,NV
4531,NV
851,NV
1285,NV
4814,NV
8986,NV
5624,NV
4260,NV
14560,NV
4105,NV
872,NV
7893,NV
954,NV
889,NV
14891,NY
15750,NY
16964,NY
14795,NY
12370,NY
11550,NY
11830,NY
11549,NY
13564,NY
11814,NY
14777,NY
14230,NY
11838,NY
12058,NY
11753,NY
11806,NY
16322,NY
16264,NY
11642,NY
14551,NY
16445,NY
16207,NY
11652,NY
12583,NY
14670,NY
15820,NY
11653,NY
16156,NY
13358,NY
14706,NY
11562,NY
16132,NY
16111,NY
11737,NY
17428,NY
16965,NY
11654,NY
13621,NY
16618,NY
13666,NY
13852,NY
11978,NY
12135,NY
16707,NY
15362,NY
12134,NY
15351,NY
14011,NY
15328,NY
15327,NY
13949,NY
14008,NY
12905,NY
12822,NY
12891,NY
15316,NY
17257,NY
12056,NY
15220,NY
12057,NY
15273,NY
17169,NY
12332,NY
16827,NY
15448,NY
11521,NY
16616,NY
16868,NY
16617,NY
15233,NY
15678,NY
17379,NY
11920,NY
11092,NY
11932,NY
15550,NY
14998,NY
15032,NY
13185,NY
13729,NY
12267,NY
17327,NY
15048,NY
15510,NY
14076,NY
16828,NY
13845,NY
14565,NY
17484,NY
4459,NY
7191,NY
5062,NY
5559,NY
3601,NY
3599,NY
1083,NY
3526,NY
3490,NY
7173,NY
1113,NY
5059,NY
3367,NY
3360,NY
3359,NY
10067,NY
10061,NY
3358,NY
7410,NY
7347,NY
912,NY
4656,NY
901,NY
10428,NY
10422,NY
6818,NY
5602,NY
10404,NY
5600,NY
3867,NY
3864,NY
3863,NY
10333,NY
691,NY
6882,NY
3856,NY
3835,NY
3834,NY
3833,NY
3832,NY
4645,NY
10240,NY
10024,NY
1254,NY
7464,NY
3216,NY
1890,NY
9361,NY
9359,NY
2720,NY
5399,NY
4967,NY
5368,NY
2598,NY
8686,NY
2539,NY
2519,NY
8795,NY
8817,NY
8866,NY
2366,NY
8981,NY
5293,NY
9004,NY
8990,NY
8128,NY
4591,NY
8078,NY
2870,NY
7509,NY
9848,NY
3098,NY
9833,NY
5503,NY
3096,NY
9734,NY
7716,NY
1551,NY
3069,NY
3062,NY
7824,NY
7826,NY
7832,NY
2963,NY
5451,NY
2962,NY
9518,NY
8057,NY
1782,NY
6810,NY
3312,NY
6117,NY
10894,NY
5801,NY
10893,NY
6655,NY
6017,NY
6355,NY
4048,NY
4315,NY
364,NY
11007,NY
5701,NY
5780,NY
5929,NY
6311,NY
6234,NY
5158,NY
4149,NY
10735,NY
4123,NY
4079,NY
322,NY
4088,NY
355,NY
81,NY
4309,NY
6515,NY
3994,NY
10898,NY
11022,NY
6406,NY
6407,NY
6408,NY
6050,NY
6409,NY
10651,NY
6492,NY
9339,NE
3620,NE
12606,NE
1565,NE
12085,NE
9599,NV
15115,NV
14965,NV
67,NV
5910,NV
3326,NV
15287,NV
7399,NV
15662,NV
10128,NV
3061,NV
9272,NV
11548,NV
3653,NV
124,NV
14264,NV
4896,NV
314,NV
13280,NV
1612,NV
12838,NV
2856,NV
16554,NV
2158,NV
12878,NV
14357,NV
2863,NV
6412,NV
15459,NV
1598,NV
1863,NV
16705,NV
6152,NH
205,NH
14938,NH
15629,NH
4980,NH
3892,NH
13204,NH
9089,NH
2322,NH
2675,NJ
13282,NJ
2247,NJ
2333,NJ
1952,NJ
2446,NJ
12571,NJ
12863,NJ
2200,NJ
12903,NJ
8230,NJ
2853,NJ
7710,NJ
2380,NJ
13281,NJ
8194,NJ
4501,NJ
4491,NJ
10202,NJ
9452,NJ
14460,NJ
12282,NJ
6530,NJ
12060,NJ
1757,NJ
12624,NJ
14836,NJ
11443,NJ
11147,NJ
15052,NJ
6485,NJ
13284,NJ
16076,NJ
5328,NJ
9314,NM
16268,NM
10206,NM
2144,NM
10030,NM
12825,NM
15900,NM
9271,NM
5805,NY
4943,NY
15780,NY
12544,NY
6039,NY
8132,NY
12543,NY
16140,NY
2367,NY
8047,NY
5135,NY
8025,NY
2358,NY
14497,NY
4503,NY
5836,NY
14876,NY
8087,NY
14495,NY
16164,NY
8073,NY
4234,NY
2296,NY
2939,NY
12283,NY
8192,NY
15932,NY
12232,NY
5898,NY
14509,NY
2652,NY
14808,NY
4232,NY
12385,NY
14510,NY
4312,NY
14517,NY
16061,NY
16020,NY
2570,NY
14513,NY
12341,NY
12330,NY
5374,NY
5381,NY
15899,NY
12461,NY
2773,NY
4941,NY
6009,NY
15835,NY
14512,NY
16122,NY
2763,NY
14131,NY
12541,NY
5420,NY
8231,NY
8234,NY
5417,NY
15868,NY
14176,NY
16095,NY
5403,NY
12231,NY
14864,NY
2651,NY
5475,NY
4895,NY
3638,NY
3631,NY
15299,NY
15301,NY
7260,NY
15304,NY
3550,NY
7268,NY
7269,NY
13162,NY
7284,NY
15326,NY
6318,NY
15342,NY
4787,NY
13111,NY
15366,NY
7335,NY
7336,NY
3399,NY
13066,NY
13065,NY
13063,NY
15375,NY
7383,NY
7390,NY
4783,NY
4156,NY
5566,NY
4058,NY
15076,NY
5637,NY
15066,NY
15055,NY
3967,NY
3992,NY
3861,NY
15016,NY
3783,NY
3771,NY
15176,NY
13342,NY
15261,NY
4612,NY
15200,NY
5577,NY
13291,NY
13289,NY
3708,NY
5706,NY
13285,NY
3704,NY
3703,NY
13275,NY
6321,NY
15252,NY
5578,NY
15391,NY
6189,NY
13013,NY
4831,NY
12815,NY
3074,NY
4863,NY
6108,NY
3070,NY
7725,NY
7727,NY
7728,NY
7729,NY
12759,NY
7732,NY
3076,NY
12749,NY
7737,NY
4196,NY
7775,NY
15588,NY
5472,NY
5471,NY
15606,NY
4206,NY
6086,NY
3025,NY
15628,NY
14882,NY
7733,NY
5484,NY
7672,NY
3078,NY
13007,NY
4165,NY
4944,NY
4169,NY
13002,NY
13001,NY
13000,NY
3303,NY
14067,NY
14070,NY
12963,NY
5754,NY
3192,NY
3164,NY
14587,NY
3135,NY
7514,NY
3134,NY
4789,NY
7530,NY
3120,NY
4170,NY
14095,NY
4176,NY
4816,NY
4191,NY
3084,NY
7976,NY
2293,NY
2641,NY
1967,NY
11886,NY
11563,NY
875,NY
877,NY
10242,NY
10239,NY
10238,NY
907,NY
910,NY
11360,NY
1915,NY
5171,NY
14239,NY
5174,NY
11860,NY
16479,NY
11856,NY
14398,NY
14246,NY
16439,NY
16434,NY
9238,NY
525,NY
652,NY
674,NY
14434,NY
702,NY
16688,NY
745,NY
1346,NY
813,NY
814,NY
10069,NY
5265,NY
9247,NY
823,NY
9667,NY
1599,NY
11891,NY
16498,NY
1882,NY
14401,NY
10140,NY
1012,NY
16564,NY
11784,NY
9616,NY
9504,NY
10139,NY
9519,NY
9521,NY
14316,NY
1746,NY
1105,NY
1653,NY
10048,NY
1126,NY
14298,NY
5195,NY
10036,NY
998,NY
10145,NY
987,NY
958,NY
11712,NY
959,NY
11837,NY
11833,NY
14456,NY
962,NY
11556,NY
2064,NY
11415,NY
11817,NY
9394,NY
9396,NY
9397,NY
9401,NY
5061,NY
14250,NY
16563,NY
16526,NY
471,NY
10049,NY
2075,NY
5209,NY
9747,NY
11180,NY
361,NY
2231,NY
16232,NY
14354,NY
5160,NY
2128,NY
5208,NY
16716,NY
5021,NY
14262,NY
11080,NY
371,NY
57,NY
16751,NY
307,NY
106,NY
11995,NY
9761,NY
11091,NY
11070,NY
136,NY
9765,NY
283,NY
14355,NY
12015,NY
11591,NY
11146,NY
2065,NY
5096,NY
9760,NY
9097,NY
11967,NY
16722,NY
9213,NY
1347,NY
9182,NY
16397,NY
409,NY
2277,NY
2274,NY
1385,NY
388,NY
398,NY
16382,NY
16723,NY
5020,NY
400,NY
47,NY
9107,NY
2127,NY
9729,NY
397,NY
2123,NY
11083,NY
5169,NY
13142,NC
6023,NC
9533,NC
1692,NC
9597,NC
1495,NC
2987,NC
16642,NC
11493,NC
16263,NC
1078,NC
16262,NC
2952,NC
4282,NC
10040,NC
5850,NC
7305,NC
9241,NC
3619,NC
14277,NC
8099,NC
1969,NC
860,NC
11898,NC
5698,NC
3295,NC
15184,NC
12958,NC
2532,NC
408,NC
2561,NC
11312,NC
653,NC
14147,NC
2560,NC
15878,NC
10209,NC
7765,NC
6074,NC
2814,NC
14927,NC
12196,NC
2080,NC
4018,NC
6215,NC
5252,NC
6291,NC
5740,NC
11190,NC
10203,NC
12203,NC
12947,NC
15496,OH
5031,OH
16749,OH
3133,OH
1224,OH
7505,OH
1266,OH
16202,OH
3425,OH
4552,OH
11231,OH
6388,OH
14395,OH
5733,OH
17430,OH
10834,OH
10941,OH
6016,OH
13984,OH
13867,OH
13981,OH
11060,OH
14717,OH
11020,OH
11051,OH
14784,OH
4374,OH
11021,OH
6494,OH
10629,OH
10552,OH
13415,OH
1106,OH
1082,OH
4773,OH
13178,OH
15303,OH
7229,OH
7211,OH
4699,OH
13235,OH
3401,OH
7190,OH
7126,OH
7114,OH
7083,OH
7039,OH
846,OH
7006,OH
13361,OH
10318,OH
694,OH
4797,OH
11608,OH
11025,OH
8663,OH
1637,OH
12250,OH
1691,OH
16285,OH
14483,OH
8505,OH
8510,OH
8999,OH
2882,OH
9738,OH
9488,OH
8987,OH
8846,OH
1749,OH
2085,OH
16135,OH
7175,OK
12462,OK
4023,OK
2639,OK
1592,OK
10304,OK
9062,OK
4556,OK
10681,OK
15554,OK
13080,OK
13480,OK
8229,OK
154,OR
14629,OR
2459,OR
13991,OR
936,OR
8191,OR
11410,OR
6143,OR
176,OR
16313,OR
12548,OR
10823,OR
11433,OR
16547,OR
7913,OR
8142,OR
10786,OR
13234,OR
8825,OR
8246,OR
6519,OR
4553,OR
6577,OR
3906,OR
6601,OR
5348,OR
13542,OR
14686,OR
5084,OR
15039,OR
4545,OR
17283,OR
6426,OR
7581,OR
6886,OR
6905,OR
6912,OR
8816,OR
5258,OR
849,OR
14457,OR
4036,OR
12472,OR
16115,OR
13690,OR
8274,OR
10235,OR
15866,OR
17426,OR
5079,OR
15357,OR
6871,OR
5979,OR
11518,OR
11519,OR
1683,OR
12020,OR
9028,OR
76,OR
16657,OR
11558,OR
15574,OR
7437,OR
12125,OR
14841,OR
11008,OR
14822,OR
16658,OR
12762,OR
5224,OR
5849,OR
14776,OR
8997,OR
4495,OR
13965,OR
15507,OR
14420,OR
11067,OR
15728,OR
2995,OR
1744,OR
8926,OR
13092,OR
13117,OR
10945,OR
16919,OR
16058,OH
4876,OH
7882,OH
5712,OH
6098,OH
2717,OH
1519,OH
3746,OH
16119,OH
6359,OH
2116,OH
12275,OH
15579,OH
2437,OH
7475,OH
5909,OH
12816,OH
11228,OH
593,OH
2394,OH
594,OH
9898,OH
16229,OH
2609,OH
14802,OH
6219,OH
15998,OH
7965,OH
10055,OH
466,OH
5655,OH
14588,OH
10086,OH
2220,OH
16523,OH
7588,OH
11610,OH
3911,OH
8054,OH
306,OH
14948,OH
3651,OH
13076,OH
11780,OH
11581,OH
80,OH
9090,OH
13126,OH
5995,OH
9622,OH
4984,OH
1440,OH
1697,OH
15855,OH
9844,OH
16203,OH
3907,OH
9496,OH
15257,OH
4585,OK
9825,OK
15475,OK
2289,OK
9426,OK
4898,OK
12485,OK
11207,OK
9949,OK
5925,OK
4946,OK
5362,OK
7823,OK
11677,OK
14156,OK
16359,OK
14934,OR
12209,OR
119,OR
16118,OR
4150,OR
5772,OR
14937,OR
11220,OR
11196,OR
5991,OR
6183,OR
2096,OR
2149,OR
2445,OR
2481,OR
16087,OR
2491,OR
2480,OR
6380,OR
7580,OR
13032,OR
14144,OR
3277,OR
9956,OR
8276,OR
12657,OR
5003,OR
8257,OR
3690,OR
7361,OR
3646,OR
15795,OR
5439,OR
10124,OR
14045,OR
15690,OR
16579,OR
4934,OR
7289,OR
13155,OR
4923,OR
14761,OR
3737,OR
15653,OR
11583,OR
3139,OR
16710,OR
12899,OR
3161,OR
15332,PA
15371,PA
2984,PA
2983,PA
